Track Number,Artist,Title,Duration,Spotify ID,Artist Spotify ID,ISRC_ID
0,The Band Of Heathens,Hurricane,319227,3s5NrHgyTkuinl0TgHCHeK,5K4gVy6DhNd39mSjuK95Y7,QMZDA1100009
1,Brothers Osborne,I Don't Remember Me (Before You),192680,6xrREPyyC5KESDhWfwqHiN,39NR3AUhpbbqKM33vWn2fp,USUM71800512
2,Whiskey Myers,Broken Window Serenade,346333,7G59EUBvMPfIy1FTuobrqj,26opZSJcXshCmCwxgZQmBc,US2761001053
