Track Number,Artist,Title,Duration,Spotify ID,Artist Spotify ID,ISRC_ID
0,Great Big Sea,Jolly Roving Tar,178800,0bUfngHueY4HveyR3qKkXI,0GxOdKrtD5oUmQROcCs8M4,CAG149700015
1,Great Big Sea,Captain Kidd,170640,6TXtPEPehohJcrfHb9AVoF,0GxOdKrtD5oUmQROcCs8M4,CAW111200233
2,Great Big Sea,Lukey (with the Chieftains),203613,73xXohcQDYBypCXmlf6WmW,0GxOdKrtD5oUmQROcCs8M4,CAW111200231
3,Great Big Sea,Excursion Around The Bay,148866,4MABl2OkrSfcaEKgRXun55,0GxOdKrtD5oUmQROcCs8M4,CAW111200240
4,Great Big Sea,Jack Hinks,182573,6gWEkI9FU7n6Wyk24oKIWP,0GxOdKrtD5oUmQROcCs8M4,CAG149900019
5,Great Big Sea,Trios Navaires De Bl,267106,70oBPQFzrffA5MuQFVbaQo,0GxOdKrtD5oUmQROcCs8M4,CAG149900023
6,Great Big Sea,I'se The B'y,117066,6nFd3KRLXufsUv7pCAWTbw,0GxOdKrtD5oUmQROcCs8M4,CAW119500863
7,Great Big Sea,Drunken Sailor,173840,0l7PEyBo6CRohAUgn0MCIU,0GxOdKrtD5oUmQROcCs8M4,CAW119500864
